week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,predicted_demand
7,Friday,Murray Hill-Kips Bay,15.0,26343.15,28069.266462755644
7,Friday,North Side-South Side,2.0,3512.42,4775.178661182592
7,Friday,Old Astoria,1.0,1756.21,2389.2849724946755
7,Friday,Park Slope-Gowanus,1.0,1756.21,2794.4505876505077
7,Friday,Prospect Lefferts Gardens-Wingate,1.0,1756.21,2407.900800686917
7,Friday,SoHo-TriBeCa-Civic Center-Little Italy,18.65,32753.316499999997,28515.395983362665
7,Friday,Steinway,2.0,3512.42,2600.94043571542
7,Friday,Stuyvesant Town-Cooper Village,4.0,7024.84,4619.699212892852
7,Friday,Turtle Bay-East Midtown,20.5,36002.305,31339.638439970888
7,Friday,Upper East Side-Carnegie Hill,13.083333333333334,22977.080833333333,29865.79138600156
7,Friday,Upper West Side,16.5,28977.465,27194.552059818456
7,Friday,West Village,13.25,23269.7825,32813.92366116727
7,Friday,Yorkville,14.25,25025.9925,22616.12428281699
7,Friday,park-cemetery-etc-Manhattan,6.0,10537.26,11450.685355295707
7,Friday,park-cemetery-etc-Queens,1.0,1756.21,2273.927464444632
7,Monday,Airport,12.333333333333334,21659.923333333336,21748.345601661524
7,Monday,Astoria,1.0,1756.21,2588.9763220104496
7,Monday,Battery Park City-Lower Manhattan,9.0,15805.89,16032.265664295732
7,Monday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,2581.20944208624
7,Monday,Central Harlem South,3.0,5268.63,3275.2037679994382
7,Monday,Chinatown,5.0,8781.05,10628.459713399005
7,Monday,Clinton,12.25,21513.572500000002,22568.66660984396
7,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,3218.482145072323
7,Monday,East Harlem North,3.0,5268.63,3116.936251087169
7,Monday,East Harlem South,4.0,7024.84,5864.772581731245
7,Monday,East Village,8.5,14927.785,18000.867761535068
7,Monday,Flatbush,1.0,1756.21,1604.3174157678277
7,Monday,Forest Hills,2.0,3512.42,1805.220543280214
7,Monday,Gramercy,9.0,15805.89,17214.587461116203
7,Monday,Greenpoint,1.0,1756.21,1822.751070916174
7,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,14.333333333333334,25172.343333333334,32344.125627156667
7,Monday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,3296.073948166732
7,Monday,Jackson Heights,1.0,1756.21,2150.8033182525514
7,Monday,Lenox Hill-Roosevelt Island,13.5,23708.835,22591.927330764167
7,Monday,Lincoln Square,10.833333333333334,19025.608333333334,21783.29724343949
7,Monday,Lower East Side,2.0,3512.42,4677.498193525349
7,Monday,Manhattanville,2.0,3512.42,2119.752805299192
7,Monday,Midtown-Midtown South,24.65,43290.576499999996,44990.61779132453
7,Monday,Morningside Heights,3.0,5268.63,8304.39227174579
7,Monday,Murray Hill-Kips Bay,12.0,21074.52,23160.351849582134
7,Monday,North Side-South Side,1.0,1756.21,3514.714690124624
7,Monday,Park Slope-Gowanus,1.0,1756.21,2029.722116407288
7,Monday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2440.6665012109465
7,Monday,SoHo-TriBeCa-Civic Center-Little Italy,17.166666666666668,30148.27166666667,24696.20297655106
7,Monday,Stuyvesant Town-Cooper Village,2.0,3512.42,3473.2059326809795
7,Monday,Turtle Bay-East Midtown,15.75,27660.3075,28666.671303182884
7,Monday,Upper East Side-Carnegie Hill,18.083333333333332,31758.130833333333,27462.009162337155
7,Monday,Upper West Side,14.5,25465.045000000002,23462.630218002247
7,Monday,West Village,23.4,41095.314,29640.45134169775
7,Monday,Yorkville,8.0,14049.68,18024.340905123565
7,Monday,park-cemetery-etc-Manhattan,5.0,8781.05,8848.639152291598
7,Monday,park-cemetery-etc-Queens,1.0,1756.21,1722.693556263166
7,Saturday,Airport,13.0,22830.73,18840.16794731998
7,Saturday,Astoria,2.0,3512.42,3556.6924826161976
7,Saturday,Battery Park City-Lower Manhattan,10.0,17562.1,18155.67239902028
7,Saturday,Brooklyn Heights-Cobble Hill,2.0,3512.42,3374.647356034246
7,Saturday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,3530.039569849035
7,Saturday,Central Harlem South,3.0,5268.63,4656.698350923577
7,Saturday,Chinatown,10.0,17562.1,18152.61077229247
7,Saturday,Clinton,17.333333333333332,30440.97333333333,26676.836855286856
7,Saturday,Crown Heights South,1.0,1756.21,2146.5885800222545
7,Saturday,East Harlem North,3.0,5268.63,4119.127375188725
7,Saturday,East Harlem South,4.0,7024.84,6447.0456000583
7,Saturday,East Village,18.833333333333332,33075.28833333333,24984.159761154464
7,Saturday,East Williamsburg,2.0,3512.42,2885.7420368742783
7,Saturday,Elmhurst,1.0,1756.21,2262.0305666707877
7,Saturday,Flushing,1.0,1756.21,2107.5881660102064
7,Saturday,Fort Greene,1.0,1756.21,2710.662492177581
7,Saturday,Gramercy,15.5,27221.255,21555.102051666363
7,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,24.083333333333332,42295.39083333333,36630.46418842086
7,Saturday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,4762.948815379587
7,Saturday,Lenox Hill-Roosevelt Island,14.5,25465.045000000002,24678.94162559115
7,Saturday,Lincoln Square,12.333333333333334,21659.923333333336,24183.29171234658
7,Saturday,Lindenwood-Howard Beach,1.0,1756.21,2058.8640372425607
7,Saturday,Lower East Side,4.0,7024.84,8115.999477580789
7,Saturday,Manhattanville,2.0,3512.42,2674.058089750275
7,Saturday,Midtown-Midtown South,17.65,30997.106499999998,44542.95333147939
7,Saturday,Morningside Heights,6.0,10537.26,9494.578546267949
7,Saturday,Mott Haven-Port Morris,1.0,1756.21,2650.5205070603047
7,Saturday,Murray Hill-Kips Bay,16.5,28977.465,27641.51645035784
7,Saturday,North Side-South Side,1.0,1756.21,6596.844799149905
7,Saturday,Old Astoria,1.0,1756.21,2485.3049265329546
7,Saturday,Park Slope-Gowanus,1.0,1756.21,3289.7514935482577
7,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,16.666666666666668,29270.166666666668,27882.107456078607
7,Saturday,Springfield Gardens South-Brookville,1.0,1756.21,2197.418670152037
7,Saturday,Steinway,2.0,3512.42,2722.5530641240102
7,Saturday,Stuyvesant Town-Cooper Village,2.0,3512.42,5089.649829595108
7,Saturday,Turtle Bay-East Midtown,16.0,28099.36,29894.756749515567
7,Saturday,Upper East Side-Carnegie Hill,14.75,25904.0975,28642.385150837963
7,Saturday,Upper West Side,17.333333333333332,30440.97333333333,27419.72131249888
7,Saturday,Washington Heights South,1.0,1756.21,2432.2502748098527
7,Saturday,West Village,23.2,40744.072,32881.90183465448
7,Saturday,Yorkville,13.0,22830.73,22545.096953744454
7,Saturday,park-cemetery-etc-Manhattan,9.0,15805.89,11285.335785500964
7,Sunday,Airport,11.0,19318.31,20663.80086225496
7,Sunday,Battery Park City-Lower Manhattan,8.0,14049.68,16330.696755682911
7,Sunday,Brooklyn Heights-Cobble Hill,1.0,1756.21,3586.8308869431585
7,Sunday,Bushwick South,2.0,3512.42,2703.124315003548
7,Sunday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,3783.391162805824
7,Sunday,Central Harlem North-Polo Grounds,1.0,1756.21,2615.562961814725
7,Sunday,Central Harlem South,2.0,3512.42,4320.661248673644
7,Sunday,Chinatown,12.5,21952.625,16686.925485966356
7,Sunday,Clinton,16.5,28977.465,25441.94310686511
7,Sunday,Clinton Hill,4.0,7024.84,3420.90519199141
7,Sunday,Crown Heights South,1.0,1756.21,2367.2256639616653
7,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,4674.766444990901
7,Sunday,East Harlem North,2.0,3512.42,4118.223544582816
7,Sunday,East Harlem South,4.0,7024.84,6612.4551355815365
7,Sunday,East Village,13.0,22830.73,24348.15699825817
7,Sunday,Flushing,1.0,1756.21,2397.7453785756734
7,Sunday,Fort Greene,1.0,1756.21,2943.0046392341915
7,Sunday,Gramercy,9.5,16683.995,19479.31432847174
7,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,17.833333333333332,31319.07833333333,35005.94212205433
7,Sunday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4382.527954459232
7,Sunday,Jamaica,1.0,1756.21,2498.8986210567928
7,Sunday,Lenox Hill-Roosevelt Island,13.333333333333334,23416.133333333335,23516.992920149623
7,Sunday,Lincoln Square,17.5,30733.675,22635.63891051417
7,Sunday,Lower East Side,8.0,14049.68,7278.314064002879
7,Sunday,Manhattanville,1.0,1756.21,2944.847808335477
7,Sunday,Midtown-Midtown South,23.233333333333334,40802.61233333334,43751.31841797908
7,Sunday,Morningside Heights,4.0,7024.84,9156.51643896939
7,Sunday,Murray Hill-Kips Bay,16.0,28099.36,26360.592874657617
7,Sunday,North Side-South Side,8.0,14049.68,6845.004047524214
7,Sunday,Old Astoria,1.0,1756.21,2672.70524493678
7,Sunday,Park Slope-Gowanus,1.0,1756.21,3271.8319879926303
7,Sunday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,3287.8965244366523
7,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,11.0,19318.31,27561.66260225472
7,Sunday,Stuyvesant Town-Cooper Village,2.0,3512.42,5027.668351022542
7,Sunday,Turtle Bay-East Midtown,17.333333333333332,30440.97333333333,28796.662904050085
7,Sunday,Upper East Side-Carnegie Hill,16.5,28977.465,26735.819680744906
7,Sunday,Upper West Side,13.25,23269.7825,26108.784794781724
7,Sunday,West Village,18.833333333333332,33075.28833333333,32058.113921891832
7,Sunday,Woodside,1.0,1756.21,2623.0696746947847
7,Sunday,Yorkville,15.0,26343.15,20483.802092805403
7,Sunday,park-cemetery-etc-Manhattan,5.0,8781.05,10308.838749661432
7,Thursday,Airport,9.0,15805.89,20478.34669511092
7,Thursday,Astoria,1.0,1756.21,2716.024299907266
7,Thursday,Battery Park City-Lower Manhattan,8.0,14049.68,18046.78954850152
7,Thursday,Central Harlem South,2.0,3512.42,3344.0708678930373
7,Thursday,Chinatown,8.333333333333334,14635.083333333334,14038.770924494707
7,Thursday,Clinton,12.0,21074.52,24621.923876163262
7,Thursday,Clinton Hill,1.0,1756.21,2277.5002876344206
7,Thursday,East Harlem North,2.0,3512.42,3529.401319000136
7,Thursday,East Harlem South,4.0,7024.84,6525.567236726259
7,Thursday,East Village,6.0,10537.26,20892.57574191573
7,Thursday,Forest Hills,1.0,1756.21,2011.712273167008
7,Thursday,Fort Greene,1.0,1756.21,2424.036925903047
7,Thursday,Gramercy,10.0,17562.1,19129.658129587773
7,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,25.10238095238095,44085.05245238095,36888.363865687126
7,Thursday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3405.3588138868845
7,Thursday,Jackson Heights,3.0,5268.63,2468.314497455644
7,Thursday,Jamaica,1.0,1756.21,1780.084376034069
7,Thursday,Kensington-Ocean Parkway,1.0,1756.21,1882.776599127909
7,Thursday,Kew Gardens,1.0,1756.21,1946.1151549680949
7,Thursday,Lenox Hill-Roosevelt Island,15.2,26694.392,24375.70867957549
7,Thursday,Lincoln Square,11.333333333333334,19903.713333333333,23816.707097475195
7,Thursday,Midtown-Midtown South,30.683333333333334,53886.376833333336,47189.78977923615
7,Thursday,Morningside Heights,3.0,5268.63,9345.994450013392
7,Thursday,Murray Hill-Kips Bay,13.5,23708.835,28096.43224459541
7,Thursday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,2926.636935878536
7,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,15.083333333333334,26489.500833333335,27796.74511507008
7,Thursday,Stuyvesant Town-Cooper Village,3.0,5268.63,3968.777555830567
7,Thursday,Sunset Park West,1.0,1756.21,1839.9940708549395
7,Thursday,Turtle Bay-East Midtown,20.683333333333334,36324.27683333334,31309.062032384165
7,Thursday,Upper East Side-Carnegie Hill,20.666666666666668,36295.00666666667,30617.07394983972
7,Thursday,Upper West Side,13.0,22830.73,26745.11492594347
7,Thursday,Washington Heights North,1.0,1756.21,1843.300922914674
7,Thursday,West Village,17.333333333333332,30440.97333333333,32163.245018590555
7,Thursday,Yorkville,11.0,19318.31,20990.67335006673
7,Thursday,park-cemetery-etc-Manhattan,9.0,15805.89,10907.923444837694
7,Tuesday,Airport,14.75,25904.0975,21419.976016447195
7,Tuesday,Astoria,1.0,1756.21,2765.962760542099
7,Tuesday,Battery Park City-Lower Manhattan,8.0,14049.68,17184.115837030742
7,Tuesday,Bedford,1.0,1756.21,2019.8335024809744
7,Tuesday,Brooklyn Heights-Cobble Hill,2.0,3512.42,2852.3347601307564
7,Tuesday,Central Harlem North-Polo Grounds,1.0,1756.21,2199.416539680898
7,Tuesday,Central Harlem South,4.0,7024.84,3473.496048908386
7,Tuesday,Chinatown,7.0,12293.470000000001,11507.612393126366
7,Tuesday,Clinton,11.0,19318.31,24646.558427282234
7,Tuesday,East Harlem North,2.0,3512.42,3208.421038961424
7,Tuesday,East Harlem South,5.0,8781.05,5992.23612521346
7,Tuesday,East New York (Pennsylvania Ave),1.0,1756.21,1969.4051422558543
7,Tuesday,East Village,13.5,23708.835,19785.266977783645
7,Tuesday,East Williamsburg,1.0,1756.21,2216.4394241023792
7,Tuesday,Eastchester-Edenwald-Baychester,1.0,1756.21,1978.1920036188064
7,Tuesday,Gramercy,10.5,18440.205,18010.815042736776
7,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,22.183333333333334,38958.59183333333,35075.541641215845
7,Tuesday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,3307.06194082479
7,Tuesday,Lenox Hill-Roosevelt Island,11.583333333333332,20342.76583333333,23948.646278052154
7,Tuesday,Lincoln Square,16.0,28099.36,23268.123031299583
7,Tuesday,Lower East Side,3.0,5268.63,5184.363949184418
7,Tuesday,Midtown-Midtown South,28.3,49700.743,47037.78888281987
7,Tuesday,Morningside Heights,9.0,15805.89,9220.994399774649
7,Tuesday,Murray Hill-Kips Bay,13.0,22830.73,26270.388942949205
7,Tuesday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,2784.350826856637
7,Tuesday,Rego Park,1.0,1756.21,1941.99679225612
7,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,14.0,24586.940000000002,27352.291876474475
7,Tuesday,Steinway,1.0,1756.21,2235.143181631323
7,Tuesday,Stuyvesant Town-Cooper Village,1.0,1756.21,3486.540853567308
7,Tuesday,Turtle Bay-East Midtown,18.916666666666668,33221.63916666667,30908.93641064166
7,Tuesday,Upper East Side-Carnegie Hill,15.25,26782.2025,29966.391154085846
7,Tuesday,Upper West Side,14.5,25465.045000000002,25266.947918679187
7,Tuesday,Washington Heights North,1.0,1756.21,1865.4178894048216
7,Tuesday,West Village,16.5,28977.465,29824.64418501556
7,Tuesday,Yorkville,9.0,15805.89,19011.838125878112
7,Tuesday,park-cemetery-etc-Manhattan,8.0,14049.68,11561.511292551932
7,Wednesday,Airport,15.0,26343.15,21354.586999140774
7,Wednesday,Battery Park City-Lower Manhattan,14.833333333333334,26050.448333333334,18154.67476752364
7,Wednesday,Central Harlem North-Polo Grounds,1.0,1756.21,2269.4092568993447
7,Wednesday,Central Harlem South,1.0,1756.21,3698.754444948124
7,Wednesday,Chinatown,7.0,12293.470000000001,13985.640417040386
7,Wednesday,Clinton,12.0,21074.52,25085.66682165798
7,Wednesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,3895.143546747306
7,Wednesday,East Harlem North,3.0,5268.63,3782.884606105888
7,Wednesday,East Harlem South,2.0,3512.42,6591.508303100131
7,Wednesday,East Village,12.5,21952.625,20241.51231850093
7,Wednesday,East Williamsburg,1.0,1756.21,2387.1046566418518
7,Wednesday,Gramercy,9.0,15805.89,18596.85804501541
7,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,20.683333333333334,36324.27683333334,35809.4611714428
7,Wednesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,3701.777207664457
7,Wednesday,Lenox Hill-Roosevelt Island,12.333333333333334,21659.923333333336,24150.67928269998
7,Wednesday,Lincoln Square,18.833333333333332,33075.28833333333,23718.206253474327
7,Wednesday,Lower East Side,1.0,1756.21,4991.646352391745
7,Wednesday,Midtown-Midtown South,31.05,54530.3205,47241.57110115317
7,Wednesday,Morningside Heights,5.0,8781.05,9593.7343691095
7,Wednesday,Murray Hill-Kips Bay,16.75,29416.5175,26820.939700234223
7,Wednesday,North Side-South Side,2.0,3512.42,4220.264399283068
7,Wednesday,Park Slope-Gowanus,2.0,3512.42,2404.168354069157
7,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,16.616666666666667,29182.35616666667,27175.111469225794
7,Wednesday,Steinway,1.0,1756.21,2333.1092838318737
7,Wednesday,Stuyvesant Town-Cooper Village,1.0,1756.21,3764.2159960374665
7,Wednesday,Turtle Bay-East Midtown,17.833333333333332,31319.07833333333,31247.90406002979
7,Wednesday,Upper East Side-Carnegie Hill,14.166666666666666,24879.641666666666,29670.031413156463
7,Wednesday,Upper West Side,19.0,33367.99,26896.261352667363
7,Wednesday,Washington Heights North,1.0,1756.21,2067.4963552518866
7,Wednesday,West Village,17.0,29855.57,31116.10214956736
7,Wednesday,Yorkville,9.0,15805.89,20586.329046333303
7,Wednesday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,11329.981986488236
7,Wednesday,park-cemetery-etc-Queens,1.0,1756.21,2383.77256570337
8,Friday,Airport,10.0,17562.1,20338.77954477596
8,Friday,Battery Park City-Lower Manhattan,8.5,14927.785,18526.96779397821
8,Friday,Bayside-Bayside Hills,1.0,1756.21,2077.215778142048
8,Friday,Brooklyn Heights-Cobble Hill,2.0,3512.42,3231.496806649039
8,Friday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,3380.67949302926
8,Friday,Chinatown,11.5,20196.415,15286.751605141988
8,Friday,Clinton,14.5,25465.045000000002,26206.056127752818
8,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3.0,5268.63,4240.863321510646
8,Friday,East Harlem North,2.0,3512.42,4049.879853483743
8,Friday,East Harlem South,2.0,3512.42,6532.963041631435
8,Friday,East Village,9.0,15805.89,22714.31538071934
8,Friday,East Williamsburg,1.0,1756.21,2428.393182460244
8,Friday,Forest Hills,1.0,1756.21,2180.105783469383
8,Friday,Fort Greene,1.0,1756.21,3001.165421026791
8,Friday,Gramercy,8.0,14049.68,20761.63335470589
8,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,20.966666666666665,36821.869666666666,37717.20714055892
8,Friday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4131.218145924781
8,Friday,Lenox Hill-Roosevelt Island,12.333333333333332,21659.923333333332,25399.25735531864
8,Friday,Lincoln Square,13.666666666666666,24001.536666666667,24427.80276541119
8,Friday,Lower East Side,4.0,7024.84,5735.854709459886
8,Friday,Midtown-Midtown South,24.35,42763.713500000005,46481.91495382332
8,Friday,Morningside Heights,4.0,7024.84,10501.938492363272
8,Friday,Mott Haven-Port Morris,2.0,3512.42,2725.2376318688684
8,Friday,Murray Hill-Kips Bay,18.333333333333332,32197.18333333333,28124.009137673154
8,Friday,North Side-South Side,2.0,3512.42,4763.414343262927
8,Friday,Park Slope-Gowanus,2.0,3512.42,2791.398264962807
8,Friday,Prospect Heights,2.0,3512.42,2612.219867124581
8,Friday,SoHo-TriBeCa-Civic Center-Little Italy,21.03333333333333,36938.950333333334,28572.796400311425
8,Friday,Stuyvesant Town-Cooper Village,4.0,7024.84,4515.742659887353
8,Friday,Turtle Bay-East Midtown,22.0,38636.62,31077.42540456594
8,Friday,Upper East Side-Carnegie Hill,17.583333333333332,30880.025833333333,29757.26397750825
8,Friday,Upper West Side,20.0,35124.2,27231.487383928838
8,Friday,Washington Heights South,1.0,1756.21,2299.1282654753654
8,Friday,West Village,13.916666666666666,24440.589166666665,32781.060480232045
8,Friday,Yorkville,11.0,19318.31,22326.853015894456
8,Friday,park-cemetery-etc-Manhattan,7.0,12293.470000000001,11424.828469275586
8,Monday,Airport,6.0,10537.26,21546.581263966586
8,Monday,Astoria,2.0,3512.42,2646.4648725609354
8,Monday,Battery Park City-Lower Manhattan,8.0,14049.68,16114.7538392566
8,Monday,Brooklyn Heights-Cobble Hill,1.0,1756.21,2525.330092665387
8,Monday,Bushwick South,1.0,1756.21,1696.438960821683
8,Monday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,2759.194734205884
8,Monday,Central Harlem South,4.0,7024.84,3376.785123515877
8,Monday,Chinatown,7.0,12293.470000000001,10215.333424758404
8,Monday,Clinton,10.0,17562.1,22640.189973000462
8,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,4.0,7024.84,3185.927421738809
8,Monday,East Harlem North,1.0,1756.21,3129.7604399035517
8,Monday,East Harlem South,2.0,3512.42,5645.316308923892
8,Monday,East New York,1.0,1756.21,1716.5339464696242
8,Monday,East Village,11.0,19318.31,18066.056334455465
8,Monday,East Williamsburg,1.0,1756.21,1932.9386673280808
8,Monday,Forest Hills,1.0,1756.21,1724.8632944449676
8,Monday,Fort Greene,1.0,1756.21,2019.4838686055823
8,Monday,Gramercy,10.0,17562.1,17388.06852084842
8,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,22.583333333333332,39661.07583333333,32391.661035146582
8,Monday,Hunters Point-Sunnyside-West Maspeth,5.0,8781.05,3373.475799121427
8,Monday,Jackson Heights,1.0,1756.21,1979.207246904927
8,Monday,Kensington-Ocean Parkway,1.0,1756.21,1726.0836280702222
8,Monday,Lenox Hill-Roosevelt Island,12.0,21074.52,22441.42659754425
8,Monday,Lincoln Square,13.0,22830.73,21574.579765659262
8,Monday,Lower East Side,3.0,5268.63,4547.0256171385845
8,Monday,Manhattanville,2.0,3512.42,2125.98313668243
8,Monday,Midtown-Midtown South,27.866666666666667,48939.71866666667,44961.92062245741
8,Monday,Morningside Heights,8.0,14049.68,8651.393061722636
8,Monday,Murray Hill-Kips Bay,10.0,17562.1,23140.311877448377
8,Monday,North Side-South Side,1.0,1756.21,3578.529736717645
8,Monday,Old Astoria,1.0,1756.21,1965.6560370142813
8,Monday,Prospect Heights,1.0,1756.21,1866.681652502636
8,Monday,SoHo-TriBeCa-Civic Center-Little Italy,12.0,21074.52,24693.80498554848
8,Monday,Turtle Bay-East Midtown,15.75,27660.3075,28479.83393607628
8,Monday,Upper East Side-Carnegie Hill,14.166666666666666,24879.641666666666,27277.33267901885
8,Monday,Upper West Side,12.5,21952.625,23454.58782542544
8,Monday,West Village,15.5,27221.255,29599.3800210476
8,Monday,Windsor Terrace,1.0,1756.21,1909.562077419043
8,Monday,Yorkville,10.0,17562.1,17926.6053106169
8,Monday,park-cemetery-etc-Manhattan,5.0,8781.05,8818.648845880323
8,Saturday,Airport,6.0,10537.26,18418.26687617868
8,Saturday,Astoria,3.0,5268.63,3563.998431666407
8,Saturday,Battery Park City-Lower Manhattan,7.0,12293.470000000001,18120.60766045911
8,Saturday,Carroll Gardens-Columbia Street-Red Hook,3.0,5268.63,3664.249274837667
8,Saturday,Central Harlem South,4.0,7024.84,4711.848701736816
8,Saturday,Chinatown,9.0,15805.89,17742.646425742038
8,Saturday,Clinton,16.333333333333332,28684.763333333332,26779.32819160822
8,Saturday,Clinton Hill,2.0,3512.42,3117.2107462222607
8,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4316.317739072881
8,Saturday,East Harlem North,4.0,7024.84,4118.45896273617
8,Saturday,East Harlem South,5.0,8781.05,6210.778546720412
8,Saturday,East Village,17.166666666666668,30148.27166666667,24929.406836319416
8,Saturday,East Williamsburg,1.0,1756.21,2924.2192680426647
8,Saturday,Fort Greene,2.0,3512.42,2702.019356681119
8,Saturday,Gramercy,10.5,18440.205,21463.955680274063
8,Saturday,Greenpoint,1.0,1756.21,2963.777960053902
8,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,20.366666666666667,35768.14366666667,36635.75655127119
8,Saturday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4759.8721445515375
8,Saturday,Lenox Hill-Roosevelt Island,15.0,26343.15,24499.3479548934
8,Saturday,Lincoln Square,13.0,22830.73,23905.68146311388
8,Saturday,Lower East Side,4.0,7024.84,7902.337182914104
8,Saturday,Manhattanville,1.0,1756.21,2608.854238045704
8,Saturday,Midtown-Midtown South,23.683333333333334,41592.906833333334,44455.56217807144
8,Saturday,Morningside Heights,7.0,12293.470000000001,9801.767202050674
8,Saturday,Murray Hill-Kips Bay,18.5,32489.885000000002,27623.8096164907
8,Saturday,North Side-South Side,5.0,8781.05,6653.540490065665
8,Saturday,Old Astoria,1.0,1756.21,2488.7347376048942
8,Saturday,Park Slope-Gowanus,2.0,3512.42,3318.5749037654173
8,Saturday,Rego Park,1.0,1756.21,2074.711592037768
8,Saturday,Rugby-Remsen Village,1.0,1756.21,2062.77178548985
8,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,12.033333333333333,21133.060333333335,27809.965800585727
8,Saturday,South Jamaica,1.0,1756.21,2095.3674419901445
8,Saturday,Stuyvesant Town-Cooper Village,1.0,1756.21,5022.916800844544
8,Saturday,Turtle Bay-East Midtown,16.0,28099.36,29630.04654092544
8,Saturday,Upper East Side-Carnegie Hill,14.583333333333334,25611.395833333336,28452.42391170597
8,Saturday,Upper West Side,18.25,32050.8325,27448.48229262552
8,Saturday,Washington Heights South,1.0,1756.21,2373.6275016900136
8,Saturday,West Village,21.416666666666668,37612.16416666667,32825.41704202584
8,Saturday,Yorkville,13.0,22830.73,22357.68441644709
8,Saturday,park-cemetery-etc-Manhattan,4.0,7024.84,11195.255471076154
8,Sunday,Airport,10.666666666666666,18732.906666666666,20524.86861872783
8,Sunday,Astoria,2.0,3512.42,3882.0175684208994
8,Sunday,Battery Park City-Lower Manhattan,10.0,17562.1,16518.700232822328
8,Sunday,Brooklyn Heights-Cobble Hill,1.0,1756.21,3558.590357154443
8,Sunday,Carroll Gardens-Columbia Street-Red Hook,4.0,7024.84,3940.9621047553615
8,Sunday,Central Harlem North-Polo Grounds,1.0,1756.21,2584.0659828749635
8,Sunday,Central Harlem South,2.0,3512.42,4398.458042478894
8,Sunday,Chinatown,9.0,15805.89,16291.755792753976
8,Sunday,Clinton,14.166666666666666,24879.641666666666,25599.389072636157
8,Sunday,Crown Heights North,1.0,1756.21,2269.6182610727888
8,Sunday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,4597.2742941316255
8,Sunday,East Harlem North,2.0,3512.42,4114.929034107772
8,Sunday,East Harlem South,2.0,3512.42,6393.602319795158
8,Sunday,East Village,19.066666666666666,33485.07066666667,24415.26123640022
8,Sunday,East Williamsburg,3.0,5268.63,2934.765659819303
8,Sunday,Flatbush,1.0,1756.21,2657.8411660257275
8,Sunday,Forest Hills,1.0,1756.21,2446.279295642036
8,Sunday,Fort Greene,1.0,1756.21,2945.156902178755
8,Sunday,Gramercy,13.5,23708.835,19620.194561219367
8,Sunday,Greenpoint,2.0,3512.42,3104.2562475981176
8,Sunday,Hamilton Heights,2.0,3512.42,2707.2129001161043
8,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,21.033333333333335,36938.950333333334,35133.51176245376
8,Sunday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,4419.7705515616935
8,Sunday,Jackson Heights,1.0,1756.21,2730.770896240512
8,Sunday,Lenox Hill-Roosevelt Island,9.0,15805.89,23378.02632815125
8,Sunday,Lincoln Square,14.333333333333334,25172.343333333334,22370.565229264856
8,Sunday,Lower East Side,4.0,7024.84,7000.405468678512
8,Sunday,Manhattanville,2.0,3512.42,2936.613434628932
