week_number,day_of_week_name,pickup_neighborhood,demand,est_real_demand,drivers_needed,drivers_needed_pred
10,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,18.0,31611.78,2900,2492.073727078606
10,Saturday,Steinway,1.0,1756.21,161,227.47507526799168
10,Saturday,Stuyvesant Heights,1.0,1756.21,161,175.48078723942174
10,Saturday,Stuyvesant Town-Cooper Village,3.0,5268.63,483,454.49008981764325
10,Saturday,Turtle Bay-East Midtown,11.5,20196.415,1853,2604.334803292123
10,Saturday,Upper East Side-Carnegie Hill,13.833333333333334,24294.238333333335,2229,2527.725458457939
10,Saturday,Upper West Side,16.5,28977.465,2658,2424.410563306984
10,Saturday,Washington Heights South,1.0,1756.21,161,201.78792000029856
10,Saturday,West Village,20.833333333333332,36587.70833333333,3357,2935.7690301468533
10,Saturday,Woodside,2.0,3512.42,322,202.2836958273852
10,Saturday,Yorkville,13.5,23708.835,2175,1977.0153190972048
10,Saturday,park-cemetery-etc-Manhattan,6.0,10537.26,967,1013.6532592226412
10,Sunday,Airport,14.5,25465.045000000002,2336,1836.760442860943
10,Sunday,Astoria,2.0,3512.42,322,315.40769769348003
10,Sunday,Battery Park City-Lower Manhattan,10.0,17562.1,1611,1417.587601590872
10,Sunday,Brighton Beach,1.0,1756.21,161,185.62831526380984
10,Sunday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,295.12175509418887
10,Sunday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,295.307129774555
10,Sunday,Central Harlem South,4.0,7024.84,644,354.82664972198074
10,Sunday,Chinatown,11.0,19318.31,1772,1390.7637437968542
10,Sunday,Clinton,12.0,21074.52,1933,2295.560888982961
10,Sunday,East Harlem North,3.0,5268.63,483,343.9436070846741
10,Sunday,East Harlem South,2.0,3512.42,322,521.2762378301586
10,Sunday,East New York,1.0,1756.21,161,209.14148277339837
10,Sunday,East Village,16.583333333333332,29123.81583333333,2672,2121.55538331691
10,Sunday,Forest Hills,1.0,1756.21,161,182.67686437742924
10,Sunday,Fort Greene,2.0,3512.42,322,226.59452086756627
10,Sunday,Gramercy,13.0,22830.73,2095,1754.4302965494944
10,Sunday,Greenpoint,1.0,1756.21,161,242.4700033598015
10,Sunday,Hudson Yards-Chelsea-Flatiron-Union Square,23.78333333333333,41768.52783333333,3832,3096.7818966202635
10,Sunday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,392.9223601127409
10,Sunday,Kensington-Ocean Parkway,1.0,1756.21,161,188.5901808706057
10,Sunday,Lenox Hill-Roosevelt Island,9.0,15805.89,1450,2022.0563278674117
10,Sunday,Lincoln Square,9.5,16683.995,1531,1941.9002227237156
10,Sunday,Lower East Side,6.0,10537.26,967,588.2162233956133
10,Sunday,Manhattanville,1.0,1756.21,161,207.63630407054904
10,Sunday,Melrose South-Mott Haven North,1.0,1756.21,161,183.08345788263807
10,Sunday,Midtown-Midtown South,24.766666666666666,43495.467666666664,3990,3929.0466673867127
10,Sunday,Morningside Heights,3.0,5268.63,483,801.6554450960936
10,Sunday,Murray Hill-Kips Bay,15.5,27221.255,2497,2344.567150571209
10,Sunday,North Side-South Side,5.0,8781.05,806,606.3477462363637
10,Sunday,Park Slope-Gowanus,2.0,3512.42,322,283.9427840142479
10,Sunday,Prospect Heights,1.0,1756.21,161,207.60596385781267
10,Sunday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,265.7589567040619
10,Sunday,SoHo-TriBeCa-Civic Center-Little Italy,12.666666666666666,22245.326666666668,2041,2431.1378011849706
10,Sunday,Spuyten Duyvil-Kingsbridge,1.0,1756.21,161,186.71539628140883
10,Sunday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,429.3536208346571
10,Sunday,Turtle Bay-East Midtown,20.583333333333332,36148.65583333333,3316,2502.0328685109025
10,Sunday,Upper East Side-Carnegie Hill,13.0,22830.73,2095,2334.529382774084
10,Sunday,Upper West Side,16.7,29328.707,2691,2295.8724674606133
10,Sunday,West Village,15.083333333333334,26489.500833333335,2430,2822.305604020205
10,Sunday,Williamsbridge-Olinville,1.0,1756.21,161,186.9381101969282
10,Sunday,Yorkville,7.0,12293.470000000001,1128,1742.6392029764847
10,Sunday,park-cemetery-etc-Bronx,1.0,1756.21,161,186.8514756147005
10,Sunday,park-cemetery-etc-Manhattan,2.0,3512.42,322,883.4464654188422
10,Thursday,Airport,11.0,19318.31,1772,1842.6191112964304
10,Thursday,Battery Park City-Lower Manhattan,10.5,18440.205,1692,1616.5848130773334
10,Thursday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,247.80862731831212
10,Thursday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,246.0313376749648
10,Thursday,Chinatown,5.0,8781.05,806,1194.0393866950922
10,Thursday,Clinton,15.0,26343.15,2417,2278.833793112685
10,Thursday,East Harlem South,2.0,3512.42,322,562.078711107962
10,Thursday,East Village,10.333333333333334,18147.503333333334,1665,1867.4783418719544
10,Thursday,East Williamsburg,1.0,1756.21,161,196.29016945547767
10,Thursday,Flushing,1.0,1756.21,161,179.90663208441674
10,Thursday,Gramercy,9.5,16683.995,1531,1761.612636474983
10,Thursday,Hamilton Heights,1.0,1756.21,161,187.3584799336124
10,Thursday,Hudson Yards-Chelsea-Flatiron-Union Square,21.25,37319.4625,3424,3311.554454700382
10,Thursday,Hunters Point-Sunnyside-West Maspeth,2.0,3512.42,322,325.0933543758919
10,Thursday,Lenox Hill-Roosevelt Island,18.5,32489.885000000002,2981,2155.5074232473357
10,Thursday,Lincoln Square,9.833333333333334,17269.398333333334,1584,2100.824316473591
10,Thursday,Manhattanville,1.0,1756.21,161,191.2893108396156
10,Thursday,Midtown-Midtown South,29.4,51632.574,4737,4279.641383182803
10,Thursday,Morningside Heights,6.0,10537.26,967,854.7925277624561
10,Thursday,Murray Hill-Kips Bay,14.833333333333334,26050.448333333334,2390,2555.337856789324
10,Thursday,North Side-South Side,3.0,5268.63,483,423.98063502067777
10,Thursday,Old Astoria,1.0,1756.21,161,192.68475931642112
10,Thursday,Prospect Lefferts Gardens-Wingate,1.0,1756.21,161,167.76706941315535
10,Thursday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,274.8957857106226
10,Thursday,SoHo-TriBeCa-Civic Center-Little Italy,15.333333333333334,26928.553333333333,2471,2514.53384025814
10,Thursday,South Ozone Park,1.0,1756.21,161,171.37486732077952
10,Thursday,Stuyvesant Town-Cooper Village,1.0,1756.21,161,366.45844794156375
10,Thursday,Turtle Bay-East Midtown,19.5,34246.095,3142,2777.3142493313726
10,Thursday,Upper East Side-Carnegie Hill,19.7,34597.337,3174,2741.942504771135
10,Thursday,Upper West Side,16.5,28977.465,2658,2398.7745005594406
10,Thursday,Washington Heights South,1.0,1756.21,161,187.56838007597915
10,Thursday,West Village,15.333333333333334,26928.553333333333,2471,2880.586666939887
10,Thursday,Yorkville,9.666666666666666,16976.696666666667,1557,1861.8416788966272
10,Thursday,park-cemetery-etc-Manhattan,6.0,10537.26,967,995.0858393532666
10,Tuesday,Airport,12.0,21074.52,1933,1936.443651822696
10,Tuesday,Astoria,3.0,5268.63,483,249.93506470607124
10,Tuesday,Battery Park City-Lower Manhattan,11.0,19318.31,1772,1533.5938679007318
10,Tuesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,225.4173740623852
10,Tuesday,Central Harlem South,2.0,3512.42,322,307.5667365233838
10,Tuesday,Chinatown,7.0,12293.470000000001,1128,953.4962148506518
10,Tuesday,Clinton,15.333333333333334,26928.553333333333,2471,2265.576265731609
10,Tuesday,Clinton Hill,1.0,1756.21,161,191.02841394865212
10,Tuesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,279.43854876652074
10,Tuesday,East Harlem North,1.0,1756.21,161,296.33607074109324
10,Tuesday,East Harlem South,4.0,7024.84,644,515.0564828775088
10,Tuesday,East Village,12.833333333333334,22538.028333333335,2068,1736.435674864742
10,Tuesday,Forest Hills,1.0,1756.21,161,183.1134489186649
10,Tuesday,Fort Greene,1.0,1756.21,161,204.99486555387804
10,Tuesday,Gramercy,8.0,14049.68,1289,1647.4523128562428
10,Tuesday,Hamilton Heights,1.0,1756.21,161,191.07850945712968
10,Tuesday,Hudson Yards-Chelsea-Flatiron-Union Square,18.15,31875.211499999998,2924,3136.142589089671
10,Tuesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,309.11899651736326
10,Tuesday,Lenox Hill-Roosevelt Island,13.0,22830.73,2095,2105.0159903333547
10,Tuesday,Lincoln Square,13.666666666666666,24001.536666666667,2202,2041.4976853382943
10,Tuesday,Lower East Side,1.0,1756.21,161,434.63211343075966
10,Tuesday,Manhattanville,1.0,1756.21,161,195.7945407794334
10,Tuesday,Midtown-Midtown South,30.533333333333335,53622.94533333334,4920,4271.948176694463
10,Tuesday,Morningside Heights,3.0,5268.63,483,827.305623225675
10,Tuesday,Murray Hill-Kips Bay,16.4,28801.843999999997,2642,2398.134741285327
10,Tuesday,North Side-South Side,3.0,5268.63,483,362.9762584208534
10,Tuesday,Queensbridge-Ravenswood-Long Island City,3.0,5268.63,483,261.4037155196221
10,Tuesday,SoHo-TriBeCa-Civic Center-Little Italy,17.333333333333332,30440.97333333333,2793,2453.5612363054465
10,Tuesday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,316.2124127442852
10,Tuesday,Turtle Bay-East Midtown,15.0,26343.15,2417,2739.8437458912804
10,Tuesday,Upper East Side-Carnegie Hill,17.78333333333333,31231.26783333333,2865,2683.568908338433
10,Tuesday,Upper West Side,10.5,18440.205,1692,2271.7469375644773
10,Tuesday,Washington Heights South,2.0,3512.42,322,184.7323434505659
10,Tuesday,West Village,14.666666666666666,25757.746666666666,2363,2666.4129425894016
10,Tuesday,Yorkville,11.5,20196.415,1853,1680.0622827161956
10,Tuesday,park-cemetery-etc-Manhattan,10.0,17562.1,1611,1054.7330126907484
10,Wednesday,Airport,10.0,17562.1,1611,1883.3373576979425
10,Wednesday,Astoria,2.0,3512.42,322,238.2550057476392
10,Wednesday,Battery Park City-Lower Manhattan,2.0,3512.42,322,1573.7521329750068
10,Wednesday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,262.6593868994767
10,Wednesday,Bushwick South,1.0,1756.21,161,180.60341286104068
10,Wednesday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,256.1928609781802
10,Wednesday,Central Harlem South,2.0,3512.42,322,310.7155079748215
10,Wednesday,Chinatown,6.0,10537.26,967,1168.7743748827518
10,Wednesday,Clinton,13.0,22830.73,2095,2280.156989644257
10,Wednesday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,311.6192236334257
10,Wednesday,East Harlem North,4.0,7024.84,644,334.7598325452726
10,Wednesday,East Harlem South,4.0,7024.84,644,544.5962549113168
10,Wednesday,East Village,9.0,15805.89,1450,1776.376285597962
10,Wednesday,Fort Greene,1.0,1756.21,161,224.84776192337583
10,Wednesday,Gramercy,9.5,16683.995,1531,1678.5943536006905
10,Wednesday,Hamilton Heights,2.0,3512.42,322,198.116040798407
10,Wednesday,Hudson Yards-Chelsea-Flatiron-Union Square,21.2,37231.652,3416,3191.7700692637254
10,Wednesday,Hunters Point-Sunnyside-West Maspeth,1.0,1756.21,161,335.8158785653135
10,Wednesday,Lenox Hill-Roosevelt Island,9.2,16157.132,1482,2089.3098800895423
10,Wednesday,Lincoln Square,10.5,18440.205,1692,2051.0244058882736
10,Wednesday,Lower East Side,4.0,7024.84,644,413.8986114868598
10,Wednesday,Manhattanville,1.0,1756.21,161,180.6949308622533
10,Wednesday,Midtown-Midtown South,28.083333333333332,49320.230833333335,4525,4247.314774938383
10,Wednesday,Morningside Heights,3.0,5268.63,483,843.923096544342
10,Wednesday,Murray Hill-Kips Bay,19.833333333333332,34831.49833333333,3196,2398.410413285011
10,Wednesday,North Side-South Side,1.0,1756.21,161,386.8143217974059
10,Wednesday,Old Astoria,1.0,1756.21,161,184.9219641570057
10,Wednesday,Park Slope-Gowanus,1.0,1756.21,161,212.6985730651892
10,Wednesday,Queensbridge-Ravenswood-Long Island City,4.0,7024.84,644,269.696386741839
10,Wednesday,SoHo-TriBeCa-Civic Center-Little Italy,15.5,27221.255,2497,2426.995734980632
10,Wednesday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,327.31435073705154
10,Wednesday,Turtle Bay-East Midtown,19.416666666666668,34099.74416666667,3128,2744.397565102209
10,Wednesday,Upper East Side-Carnegie Hill,14.866666666666667,26108.988666666668,2395,2620.794975857849
10,Wednesday,Upper West Side,13.083333333333334,22977.080833333333,2108,2346.1779301357847
10,Wednesday,West Village,19.333333333333332,33953.39333333333,3115,2773.348206168246
10,Wednesday,Woodside,1.0,1756.21,161,182.41032488254592
10,Wednesday,Yorkville,12.0,21074.52,1933,1787.640806492892
10,Wednesday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1001.0153237013316
11,Friday,Airport,16.5,28977.465,2658,1919.3887846001264
11,Friday,Astoria,1.0,1756.21,161,279.4606515286721
11,Friday,Battery Park City-Lower Manhattan,13.333333333333334,23416.133333333335,2148,1695.093712032798
11,Friday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,301.9667673931535
11,Friday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,278.7244625993527
11,Friday,Central Harlem South,4.0,7024.84,644,339.17724185469604
11,Friday,Chinatown,5.0,8781.05,806,1350.1189102464532
11,Friday,Clinton,12.0,21074.52,1933,2418.955869576895
11,Friday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,375.30478644556615
11,Friday,East Harlem North,2.0,3512.42,322,367.3512340920992
11,Friday,East Harlem South,3.0,5268.63,483,590.6190103797194
11,Friday,East Village,9.0,15805.89,1450,2022.2463586987524
11,Friday,Gramercy,11.0,19318.31,1772,1906.8428707321727
11,Friday,Greenpoint,1.0,1756.21,161,219.16227106102417
11,Friday,Hudson Yards-Chelsea-Flatiron-Union Square,24.2,42500.282,3899,3440.461677939449
11,Friday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,401.23930638639285
11,Friday,Jackson Heights,1.0,1756.21,161,213.67058283320296
11,Friday,Lenox Hill-Roosevelt Island,14.0,24586.940000000002,2256,2306.702670021943
11,Friday,Lincoln Square,10.5,18440.205,1692,2179.199998581488
11,Friday,Lower East Side,4.0,7024.84,644,520.1351119567063
11,Friday,Manhattanville,1.0,1756.21,161,217.4838581354509
11,Friday,Midtown-Midtown South,26.035714285714285,45724.18178571428,4195,4276.900898292466
11,Friday,Morningside Heights,8.0,14049.68,1289,983.848202822702
11,Friday,Murray Hill-Kips Bay,17.333333333333332,30440.97333333333,2793,2517.879254033457
11,Friday,North Side-South Side,4.0,7024.84,644,465.5611958048635
11,Friday,Ocean Hill,1.0,1756.21,161,186.31694203665373
11,Friday,Park Slope-Gowanus,3.0,5268.63,483,260.6145628062532
11,Friday,Prospect Heights,2.0,3512.42,322,233.2410432510069
11,Friday,Queensbridge-Ravenswood-Long Island City,2.0,3512.42,322,278.80216507418
11,Friday,SoHo-TriBeCa-Civic Center-Little Italy,19.833333333333332,34831.49833333333,3196,2567.3495525899534
11,Friday,Steinway,1.0,1756.21,161,222.14651666316544
11,Friday,Stuyvesant Town-Cooper Village,5.0,8781.05,806,436.3745021041111
11,Friday,Sunset Park West,1.0,1756.21,161,184.76100185264767
11,Friday,Turtle Bay-East Midtown,16.366666666666667,28743.303666666667,2637,2894.314953337719
11,Friday,Upper East Side-Carnegie Hill,17.366666666666667,30499.51366666667,2798,2713.2564832438384
11,Friday,Upper West Side,15.5,27221.255,2497,2414.999315935077
11,Friday,Washington Heights South,1.0,1756.21,161,205.3559119173837
11,Friday,West Village,17.5,30733.675,2820,3009.522916884512
11,Friday,Woodside,1.0,1756.21,161,193.871439542754
11,Friday,Yorkville,11.0,19318.31,1772,2013.6866928004908
11,Friday,park-cemetery-etc-Manhattan,5.0,8781.05,806,1068.4784143860704
11,Monday,Airport,13.0,22830.73,2095,2051.6083684177697
11,Monday,Battery Park City-Lower Manhattan,12.0,21074.52,1933,1495.6091766872512
11,Monday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,263.7057293108853
11,Monday,Carroll Gardens-Columbia Street-Red Hook,2.0,3512.42,322,250.76726280905456
11,Monday,Chinatown,7.0,12293.470000000001,1128,925.41615250987
11,Monday,Clinton,13.0,22830.73,2095,2146.53285334935
11,Monday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1.0,1756.21,161,299.46228907876366
11,Monday,East Harlem North,3.0,5268.63,483,307.15667910044215
11,Monday,East Harlem South,3.0,5268.63,483,539.8142370721066
11,Monday,East Village,11.0,19318.31,1772,1639.5371169879522
11,Monday,Flushing,2.0,3512.42,322,213.98145076315285
11,Monday,Fort Greene,1.0,1756.21,161,201.5238900336965
11,Monday,Gramercy,11.0,19318.31,1772,1643.0810802708484
11,Monday,Greenpoint,1.0,1756.21,161,183.00148161458577
11,Monday,Hamilton Heights,1.0,1756.21,161,199.05533970338084
11,Monday,Hudson Yards-Chelsea-Flatiron-Union Square,15.0,26343.15,2417,2990.137664851207
11,Monday,Lenox Hill-Roosevelt Island,10.0,17562.1,1611,2052.735531628556
11,Monday,Lincoln Square,13.0,22830.73,2095,1958.6150676104453
11,Monday,Lower East Side,3.0,5268.63,483,433.0743566846531
11,Monday,Midtown-Midtown South,31.316666666666666,54998.64316666667,5046,4171.957596820957
11,Monday,Morningside Heights,9.0,15805.89,1450,847.1804587560216
11,Monday,Murray Hill-Kips Bay,12.666666666666666,22245.326666666668,2041,2140.6841864366165
11,Monday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,235.78362983244105
11,Monday,SoHo-TriBeCa-Civic Center-Little Italy,11.0,19318.31,1772,2247.1451229354284
11,Monday,Steinway,1.0,1756.21,161,196.791809051086
11,Monday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,361.9636285496212
11,Monday,Turtle Bay-East Midtown,20.083333333333332,35270.550833333335,3236,2719.265391119148
11,Monday,Upper East Side-Carnegie Hill,17.666666666666668,31026.37666666667,2846,2526.17924010978
11,Monday,Upper West Side,13.833333333333334,24294.238333333335,2229,2132.707247632225
11,Monday,West Village,19.15,33631.4215,3085,2726.471346701793
11,Monday,Yorkville,9.833333333333334,17269.398333333334,1584,1638.2377732849354
11,Monday,park-cemetery-etc-Manhattan,4.0,7024.84,644,860.7389340781756
11,Saturday,Airport,7.25,12732.522500000001,1168,1713.6792732020742
11,Saturday,Astoria,1.0,1756.21,161,292.87855259196
11,Saturday,Battery Park City-Lower Manhattan,10.0,17562.1,1611,1666.2284731357636
11,Saturday,Brooklyn Heights-Cobble Hill,1.0,1756.21,161,299.4712586330237
11,Saturday,Carroll Gardens-Columbia Street-Red Hook,1.0,1756.21,161,292.81807433939053
11,Saturday,Central Harlem South,1.0,1756.21,161,392.4745308977433
11,Saturday,Chinatown,12.0,21074.52,1933,1594.0741120680248
11,Saturday,Clinton,15.5,27221.255,2497,2477.707836400564
11,Saturday,Clinton Hill,1.0,1756.21,161,253.22596498712625
11,Saturday,Crown Heights North,1.0,1756.21,161,182.79268698829816
11,Saturday,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,2.0,3512.42,322,377.3661914177883
11,Saturday,East Harlem North,1.0,1756.21,161,361.3850767551016
11,Saturday,East Harlem South,6.0,10537.26,967,547.5901925951958
11,Saturday,East Village,14.166666666666666,24879.641666666666,2283,2181.3559662499883
11,Saturday,East Williamsburg,2.0,3512.42,322,257.0249474468357
11,Saturday,Gramercy,10.5,18440.205,1692,1977.333923207443
11,Saturday,Hamilton Heights,2.0,3512.42,322,224.6837533172141
11,Saturday,Hudson Yards-Chelsea-Flatiron-Union Square,22.816666666666666,40070.858166666665,3676,3332.9701692096105
11,Saturday,Hunters Point-Sunnyside-West Maspeth,3.0,5268.63,483,465.3294880707967
11,Saturday,Lenox Hill-Roosevelt Island,17.0,29855.57,2739,2209.3086305851884
11,Saturday,Lincoln Square,11.333333333333334,19903.713333333333,1826,2140.3002557573386
11,Saturday,Lower East Side,5.0,8781.05,806,715.0201534935907
11,Saturday,Manhattanville,2.0,3512.42,322,207.8444754931593
11,Saturday,Midtown-Midtown South,22.333333333333332,39222.02333333333,3598,4107.092426275879
11,Saturday,Morningside Heights,7.0,12293.470000000001,1128,918.1795954725982
11,Saturday,Murray Hill-Kips Bay,14.25,25025.9925,2296,2481.5362344529944
11,Saturday,North Side-South Side,5.0,8781.05,806,630.3421731104789
11,Saturday,Park Slope-Gowanus,2.0,3512.42,322,307.0745411494453
11,Saturday,Prospect Heights,1.0,1756.21,161,209.76425231675665
11,Saturday,Queensbridge-Ravenswood-Long Island City,1.0,1756.21,161,272.43451259994873
11,Saturday,Ridgewood,1.0,1756.21,161,187.78184953834736
11,Saturday,SoHo-TriBeCa-Civic Center-Little Italy,10.583333333333334,18586.555833333336,1705,2494.744952703085
11,Saturday,South Jamaica,1.0,1756.21,161,184.5127109848919
11,Saturday,Steinway,1.0,1756.21,161,229.006356340362
11,Saturday,Stuyvesant Town-Cooper Village,2.0,3512.42,322,478.5127363275803
11,Saturday,Sunset Park West,1.0,1756.21,161,185.02804174031164
11,Saturday,Turtle Bay-East Midtown,16.25,28538.412500000002,2618,2773.791282791786
11,Saturday,Upper East Side-Carnegie Hill,16.25,28538.412500000002,2618,2598.734721479134
11,Saturday,Upper West Side,15.0,26343.15,2417,2448.8811557877184
11,Saturday,Washington Heights South,1.0,1756.21,161,202.63686666444548
